Index,Store_ID,Day_of_week,Date,Nb_customers_on_day,Open,Promotion,State_holiday,School_holiday
592849,343,6,4/25/2015,631,1,0,0,0
545365,926,6,4/25/2015,526,1,0,0,0
398954,407,6,4/25/2015,324,1,0,0,0
426916,374,6,4/25/2015,496,1,0,0,0
297927,269,6,4/25/2015,809,1,0,0,0
586569,885,6,4/25/2015,769,1,0,0,0
92865,114,6,4/25/2015,571,1,0,0,0
608844,601,6,4/25/2015,432,1,0,0,0
692389,94,6,4/25/2015,510,1,0,0,0
380628,1012,6,4/25/2015,589,1,0,0,0
153875,720,6,4/25/2015,600,1,0,0,0
16106,826,6,4/25/2015,519,1,0,0,0
110459,472,6,4/25/2015,614,1,0,0,0
345405,630,6,4/25/2015,342,1,0,0,0
545994,929,6,4/25/2015,520,1,0,0,0
698009,110,6,4/25/2015,305,1,0,0,0
259250,1082,6,4/25/2015,619,1,0,0,0
336150,499,6,4/25/2015,804,1,0,0,0
140881,672,6,4/25/2015,1309,1,0,0,0
686339,935,6,4/25/2015,355,1,0,0,0
147486,966,6,4/25/2015,413,1,0,0,0
52657,674,6,4/25/2015,618,1,0,0,0
702248,101,6,4/25/2015,723,1,0,0,0
577883,1052,6,4/25/2015,547,1,0,0,0
107176,707,6,4/25/2015,481,1,0,0,0
70380,688,6,4/25/2015,144,1,0,0,0
379538,148,6,4/25/2015,703,1,0,0,0
457784,1008,6,4/25/2015,618,1,0,0,0
523277,403,6,4/25/2015,509,1,0,0,0
568720,102,6,4/25/2015,819,1,0,0,0
102420,780,6,4/25/2015,302,1,0,0,0
108834,262,6,4/25/2015,3206,1,0,0,0
592023,159,6,4/25/2015,663,1,0,0,0
344612,235,6,4/25/2015,368,1,0,0,0
597800,861,6,4/25/2015,403,1,0,0,0
521013,993,6,4/25/2015,512,1,0,0,0
594470,179,6,4/25/2015,845,1,0,0,0
650149,507,6,4/25/2015,703,1,0,0,0
468273,1099,6,4/25/2015,786,1,0,0,0
431466,165,6,4/25/2015,307,1,0,0,0
426591,237,6,4/25/2015,409,1,0,0,0
575110,28,6,4/25/2015,244,1,0,0,0
440577,956,6,4/25/2015,255,1,0,0,0
388538,31,6,4/25/2015,549,1,0,0,0
324247,581,6,4/25/2015,311,1,0,0,0
44483,669,6,4/25/2015,408,1,0,0,0
460803,376,6,4/25/2015,675,1,0,0,0
289488,503,6,4/25/2015,446,1,0,0,0
38812,46,6,4/25/2015,610,1,0,0,0
494636,363,6,4/25/2015,875,1,0,0,0
246608,466,6,4/25/2015,392,1,0,0,0
273776,1037,6,4/25/2015,708,1,0,0,0
187219,676,6,4/25/2015,1352,1,0,0,0
534385,1076,6,4/25/2015,405,1,0,0,0
676500,691,6,4/25/2015,696,1,0,0,0
252673,459,6,4/25/2015,633,1,0,0,0
24508,924,6,4/25/2015,249,1,0,0,0
198135,665,6,4/25/2015,855,1,0,0,0
3140,248,6,4/25/2015,843,1,0,0,0
667315,784,6,4/25/2015,543,1,0,0,0
352796,832,6,4/25/2015,624,1,0,0,0
420831,830,6,4/25/2015,242,1,0,0,0
424351,103,6,4/25/2015,405,1,0,0,0
312043,1007,6,4/25/2015,959,1,0,0,0
554902,613,6,4/25/2015,910,1,0,0,0
339071,348,6,4/25/2015,704,1,0,0,0
317356,783,6,4/25/2015,548,1,0,0,0
299080,163,6,4/25/2015,626,1,0,0,0
114522,768,6,4/25/2015,1160,1,0,0,0
413353,590,6,4/25/2015,475,1,0,0,0
377372,1050,6,4/25/2015,497,1,0,0,0
46364,360,6,4/25/2015,523,1,0,0,0
400405,777,6,4/25/2015,378,1,0,0,0
224799,818,6,4/25/2015,521,1,0,0,0
451954,161,6,4/25/2015,704,1,0,0,0
186112,933,6,4/25/2015,484,1,0,0,0
652060,587,6,4/25/2015,704,1,0,0,0
373180,727,6,4/25/2015,311,1,0,0,0
681569,36,6,4/25/2015,984,1,0,0,0
616205,89,6,4/25/2015,471,1,0,0,0
110484,551,6,4/25/2015,771,1,0,0,0
257314,106,6,4/25/2015,554,1,0,0,0
571757,65,6,4/25/2015,262,1,0,0,0
302334,63,6,4/25/2015,656,1,0,0,0
323652,851,6,4/25/2015,485,1,0,0,0
669924,892,6,4/25/2015,312,1,0,0,0
395364,914,6,4/25/2015,731,1,0,0,0
268918,68,6,4/25/2015,1120,1,0,0,0
422702,602,6,4/25/2015,495,1,0,0,0
373210,663,6,4/25/2015,721,1,0,0,0
242761,517,6,4/25/2015,395,1,0,0,0
4863,140,6,4/25/2015,821,1,0,0,0
140481,330,6,4/25/2015,386,1,0,0,0
608558,255,6,4/25/2015,688,1,0,0,0
365058,1045,6,4/25/2015,520,1,0,0,0
22738,156,6,4/25/2015,421,1,0,0,0
15452,700,6,4/25/2015,302,1,0,0,0
120848,41,6,4/25/2015,395,1,0,0,0
119672,310,6,4/25/2015,643,1,0,0,0
43165,384,6,4/25/2015,623,1,0,0,0
193547,577,6,4/25/2015,419,1,0,0,0
688112,420,6,4/25/2015,404,1,0,0,0
183050,997,6,4/25/2015,378,1,0,0,0
17709,965,6,4/25/2015,751,1,0,0,0
427655,998,6,4/25/2015,457,1,0,0,0
699970,844,6,4/25/2015,221,1,0,0,0
479505,835,6,4/25/2015,529,1,0,0,0
474157,810,6,4/25/2015,462,1,0,0,0
383703,230,6,4/25/2015,878,1,0,0,0
640090,307,6,4/25/2015,156,1,0,0,0
268969,983,6,4/25/2015,996,1,0,0,0
163421,726,6,4/25/2015,540,1,0,0,0
185388,636,6,4/25/2015,620,1,0,0,0
256040,811,6,4/25/2015,572,1,0,0,0
379262,666,6,4/25/2015,780,1,0,0,0
85571,1110,6,4/25/2015,378,1,0,0,0
655004,754,6,4/25/2015,576,1,0,0,0
285931,470,6,4/25/2015,1606,1,0,0,0
600861,62,6,4/25/2015,356,1,0,0,0
146213,664,6,4/25/2015,449,1,0,0,0
462801,295,6,4/25/2015,635,1,0,0,0
322778,1053,6,4/25/2015,742,1,0,0,0
443456,66,6,4/25/2015,592,1,0,0,0
127576,1058,6,4/25/2015,396,1,0,0,0
309862,55,6,4/25/2015,369,1,0,0,0
409991,872,6,4/25/2015,579,1,0,0,0
380912,957,6,4/25/2015,518,1,0,0,0
391202,725,6,4/25/2015,554,1,0,0,0
265141,234,6,4/25/2015,948,1,0,0,0
101276,825,6,4/25/2015,565,1,0,0,0
440662,467,6,4/25/2015,1344,1,0,0,0
138617,685,6,4/25/2015,242,1,0,0,0
474672,305,6,4/25/2015,644,1,0,0,0
626800,24,6,4/25/2015,694,1,0,0,0
652441,1056,6,4/25/2015,486,1,0,0,0
489379,205,6,4/25/2015,746,1,0,0,0
420763,67,6,4/25/2015,569,1,0,0,0
174039,364,6,4/25/2015,377,1,0,0,0
158237,553,6,4/25/2015,971,1,0,0,0
625196,138,6,4/25/2015,277,1,0,0,0
375819,191,6,4/25/2015,718,1,0,0,0
448755,1063,6,4/25/2015,458,1,0,0,0
45096,1059,6,4/25/2015,1150,1,0,0,0
437982,813,6,4/25/2015,520,1,0,0,0
682252,897,6,4/25/2015,440,1,0,0,0
283798,392,6,4/25/2015,468,1,0,0,0
398061,1112,6,4/25/2015,718,1,0,0,0
164097,220,6,4/25/2015,453,1,0,0,0
49945,984,6,4/25/2015,815,1,0,0,0
555198,309,6,4/25/2015,478,1,0,0,0
413745,536,6,4/25/2015,507,1,0,0,0
642683,501,6,4/25/2015,384,1,0,0,0
132741,987,6,4/25/2015,489,1,0,0,0
188996,622,6,4/25/2015,279,1,0,0,0
27402,39,6,4/25/2015,635,1,0,0,0
291844,193,6,4/25/2015,619,1,0,0,0
582934,397,6,4/25/2015,600,1,0,0,0
507448,646,6,4/25/2015,577,1,0,0,0
631728,786,6,4/25/2015,185,1,0,0,0
298591,661,6,4/25/2015,664,1,0,0,0
148695,1026,6,4/25/2015,942,1,0,0,0
112381,229,6,4/25/2015,660,1,0,0,0
665981,992,6,4/25/2015,405,1,0,0,0
619422,208,6,4/25/2015,442,1,0,0,0
526657,84,6,4/25/2015,1161,1,0,0,0
702279,134,6,4/25/2015,310,1,0,0,0
477561,206,6,4/25/2015,511,1,0,0,0
527911,1083,6,4/25/2015,441,1,0,0,0
487089,840,6,4/25/2015,596,1,0,0,0
92525,164,6,4/25/2015,414,1,0,0,0
559363,224,6,4/25/2015,529,1,0,0,0
43985,610,6,4/25/2015,356,1,0,0,0
249304,510,6,4/25/2015,512,1,0,0,0
483669,593,6,4/25/2015,796,1,0,0,0
281831,160,6,4/25/2015,536,1,0,0,0
487389,615,6,4/25/2015,1048,1,0,0,0
227528,311,6,4/25/2015,625,1,0,0,0
169796,513,6,4/25/2015,1908,1,0,0,0
293766,1049,6,4/25/2015,484,1,0,0,0
268222,450,6,4/25/2015,1354,1,0,0,0
546399,286,6,4/25/2015,190,1,0,0,0
457775,358,6,4/25/2015,1074,1,0,0,0
62989,650,6,4/25/2015,657,1,0,0,0
303093,773,6,4/25/2015,542,1,0,0,0
424504,833,6,4/25/2015,480,1,0,0,0
306018,856,6,4/25/2015,789,1,0,0,0
598822,439,6,4/25/2015,728,1,0,0,0
571884,500,6,4/25/2015,524,1,0,0,0
163012,190,6,4/25/2015,569,1,0,0,0
509862,490,6,4/25/2015,1208,1,0,0,0
208962,675,6,4/25/2015,224,1,0,0,0
218122,757,6,4/25/2015,476,1,0,0,0
86977,781,6,4/25/2015,367,1,0,0,0
401200,560,6,4/25/2015,1654,1,0,0,0
600809,88,6,4/25/2015,205,1,0,0,0
71329,251,6,4/25/2015,2398,1,0,0,0
539004,989,6,4/25/2015,394,1,0,0,0
295968,547,6,4/25/2015,486,1,0,0,0
25193,677,6,4/25/2015,576,1,0,0,0
100484,518,6,4/25/2015,592,1,0,0,0
632072,146,6,4/25/2015,654,1,0,0,0
85005,383,6,4/25/2015,2091,1,0,0,0
710460,508,6,4/25/2015,584,1,0,0,0
642756,714,6,4/25/2015,394,1,0,0,0
85246,281,6,4/25/2015,614,1,0,0,0
533429,411,6,4/25/2015,742,1,0,0,0
41128,1038,6,4/25/2015,520,1,0,0,0
589279,760,6,4/25/2015,1434,1,0,0,0
351887,1087,6,4/25/2015,645,1,0,0,0
716,913,6,4/25/2015,997,1,0,0,0
259932,1106,6,4/25/2015,335,1,0,0,0
551396,527,6,4/25/2015,1011,1,0,0,0
184943,112,6,4/25/2015,708,1,0,0,0
647262,875,7,4/26/2015,0,0,0,0,0
109490,7,7,4/26/2015,0,0,0,0,0
428204,672,7,4/26/2015,0,0,0,0,0
593397,205,7,4/26/2015,0,0,0,0,0
209159,936,7,4/26/2015,0,0,0,0,0
571417,673,7,4/26/2015,0,0,0,0,0
263138,856,7,4/26/2015,0,0,0,0,0
487964,58,7,4/26/2015,0,0,0,0,0
410760,319,7,4/26/2015,0,0,0,0,0
6749,469,7,4/26/2015,0,0,0,0,0
270709,274,7,4/26/2015,1469,1,0,0,0
82039,301,7,4/26/2015,0,0,0,0,0
119486,1091,7,4/26/2015,0,0,0,0,0
185014,924,7,4/26/2015,0,0,0,0,0
174813,464,7,4/26/2015,0,0,0,0,0
375053,514,7,4/26/2015,0,0,0,0,0
359196,690,7,4/26/2015,0,0,0,0,0
473734,798,7,4/26/2015,0,0,0,0,0
571197,677,7,4/26/2015,0,0,0,0,0
641365,716,7,4/26/2015,0,0,0,0,0
601171,1018,7,4/26/2015,0,0,0,0,0
627158,964,7,4/26/2015,0,0,0,0,0
88419,999,7,4/26/2015,0,0,0,0,0
246695,1029,7,4/26/2015,0,0,0,0,0
354510,609,7,4/26/2015,0,0,0,0,0
632040,1080,7,4/26/2015,0,0,0,0,0
199214,507,7,4/26/2015,0,0,0,0,0
187322,354,7,4/26/2015,0,0,0,0,0
388112,1019,7,4/26/2015,0,0,0,0,0
152900,782,7,4/26/2015,0,0,0,0,0
358928,30,7,4/26/2015,0,0,0,0,0
9947,859,7,4/26/2015,0,0,0,0,0
657225,1023,7,4/26/2015,0,0,0,0,0
613237,652,7,4/26/2015,0,0,0,0,0
444136,172,7,4/26/2015,0,0,0,0,0
467056,211,7,4/26/2015,0,0,0,0,0
275519,552,7,4/26/2015,0,0,0,0,0
553536,146,7,4/26/2015,0,0,0,0,0
252877,503,7,4/26/2015,0,0,0,0,0
407649,347,7,4/26/2015,0,0,0,0,0
335971,841,7,4/26/2015,0,0,0,0,0
225342,501,7,4/26/2015,0,0,0,0,0
237137,610,7,4/26/2015,0,0,0,0,0
110236,64,7,4/26/2015,0,0,0,0,0
254924,29,7,4/26/2015,0,0,0,0,0
317299,409,7,4/26/2015,0,0,0,0,0
336073,743,7,4/26/2015,0,0,0,0,0
376671,664,7,4/26/2015,0,0,0,0,0
708772,449,7,4/26/2015,0,0,0,0,0
489533,247,7,4/26/2015,0,0,0,0,0
339904,12,7,4/26/2015,0,0,0,0,0
446476,832,7,4/26/2015,0,0,0,0,0
113963,380,7,4/26/2015,0,0,0,0,0
645441,950,7,4/26/2015,0,0,0,0,0
386033,410,7,4/26/2015,0,0,0,0,0
376585,154,7,4/26/2015,0,0,0,0,0
574590,265,7,4/26/2015,0,0,0,0,0
582616,1093,7,4/26/2015,0,0,0,0,0
119845,1008,7,4/26/2015,0,0,0,0,0
207808,1017,7,4/26/2015,0,0,0,0,0
202268,479,7,4/26/2015,0,0,0,0,0
374939,681,7,4/26/2015,0,0,0,0,0
154148,687,7,4/26/2015,0,0,0,0,0
659617,402,7,4/26/2015,0,0,0,0,0
497430,742,7,4/26/2015,0,0,0,0,0
248565,385,7,4/26/2015,0,0,0,0,0
218500,1084,7,4/26/2015,0,0,0,0,0
377013,440,7,4/26/2015,0,0,0,0,0
559768,493,7,4/26/2015,0,0,0,0,0
186913,379,7,4/26/2015,0,0,0,0,0
110640,717,7,4/26/2015,0,0,0,0,0
381388,700,7,4/26/2015,0,0,0,0,0
435018,477,7,4/26/2015,0,0,0,0,0
242243,940,7,4/26/2015,0,0,0,0,0
595824,839,7,4/26/2015,0,0,0,0,0
564797,554,7,4/26/2015,0,0,0,0,0
205704,1013,7,4/26/2015,0,0,0,0,0
325951,1090,7,4/26/2015,0,0,0,0,0
194183,753,7,4/26/2015,0,0,0,0,0
251229,590,7,4/26/2015,0,0,0,0,0
171127,689,7,4/26/2015,0,0,0,0,0
110145,739,7,4/26/2015,0,0,0,0,0
238236,241,7,4/26/2015,0,0,0,0,0
492090,468,7,4/26/2015,0,0,0,0,0
443470,736,7,4/26/2015,0,0,0,0,0
338182,366,7,4/26/2015,0,0,0,0,0
383159,982,7,4/26/2015,0,0,0,0,0
461098,920,7,4/26/2015,0,0,0,0,0
531008,713,7,4/26/2015,0,0,0,0,0
332784,729,7,4/26/2015,0,0,0,0,0
695847,596,7,4/26/2015,0,0,0,0,0
170559,94,7,4/26/2015,0,0,0,0,0
433557,270,7,4/26/2015,0,0,0,0,0
701549,210,7,4/26/2015,0,0,0,0,0
163348,321,7,4/26/2015,0,0,0,0,0
205730,513,7,4/26/2015,0,0,0,0,0
325398,1050,7,4/26/2015,0,0,0,0,0
40272,401,7,4/26/2015,0,0,0,0,0
658615,282,7,4/26/2015,0,0,0,0,0
664909,436,7,4/26/2015,0,0,0,0,0
597144,269,7,4/26/2015,0,0,0,0,0
263710,87,7,4/26/2015,0,0,0,0,0
143377,928,7,4/26/2015,0,0,0,0,0
90856,51,7,4/26/2015,0,0,0,0,0
287611,826,7,4/26/2015,0,0,0,0,0
188095,1099,7,4/26/2015,493,1,0,0,0
533733,223,7,4/26/2015,0,0,0,0,0
568480,429,7,4/26/2015,0,0,0,0,0
576495,1104,7,4/26/2015,0,0,0,0,0
465807,199,7,4/26/2015,0,0,0,0,0
387264,930,7,4/26/2015,0,0,0,0,0
275332,1,7,4/26/2015,0,0,0,0,0
384757,957,7,4/26/2015,0,0,0,0,0
371306,428,7,4/26/2015,0,0,0,0,0
184095,339,7,4/26/2015,0,0,0,0,0
466125,42,7,4/26/2015,0,0,0,0,0
664205,1015,7,4/26/2015,0,0,0,0,0
162610,628,7,4/26/2015,0,0,0,0,0
42991,1083,7,4/26/2015,0,0,0,0,0
267689,915,7,4/26/2015,0,0,0,0,0
584409,413,7,4/26/2015,0,0,0,0,0
232100,877,7,4/26/2015,0,0,0,0,0
266049,132,7,4/26/2015,0,0,0,0,0
308101,650,7,4/26/2015,0,0,0,0,0
8843,960,7,4/26/2015,0,0,0,0,0
173977,861,7,4/26/2015,0,0,0,0,0
476164,116,7,4/26/2015,0,0,0,0,0
346469,43,7,4/26/2015,0,0,0,0,0
423489,767,7,4/26/2015,0,0,0,0,0
159067,962,7,4/26/2015,0,0,0,0,0
326001,233,7,4/26/2015,0,0,0,0,0
206034,1040,7,4/26/2015,0,0,0,0,0
351413,788,7,4/26/2015,0,0,0,0,0
695688,707,7,4/26/2015,0,0,0,0,0
2356,263,7,4/26/2015,0,0,0,0,0
232489,805,7,4/26/2015,0,0,0,0,0
707676,167,7,4/26/2015,0,0,0,0,0
379973,267,7,4/26/2015,0,0,0,0,0
364329,17,7,4/26/2015,0,0,0,0,0
234562,1028,7,4/26/2015,0,0,0,0,0
661980,833,7,4/26/2015,0,0,0,0,0
392522,860,7,4/26/2015,0,0,0,0,0
550455,862,7,4/26/2015,0,0,0,0,0
557076,192,7,4/26/2015,0,0,0,0,0
555887,696,7,4/26/2015,0,0,0,0,0
142898,1021,7,4/26/2015,0,0,0,0,0
246913,95,7,4/26/2015,0,0,0,0,0
255104,625,7,4/26/2015,0,0,0,0,0
74933,594,7,4/26/2015,0,0,0,0,0
162956,97,7,4/26/2015,0,0,0,0,0
234694,414,7,4/26/2015,0,0,0,0,0
119540,737,7,4/26/2015,0,0,0,0,0
75149,604,7,4/26/2015,0,0,0,0,0
553677,239,7,4/26/2015,0,0,0,0,0
584183,656,7,4/26/2015,0,0,0,0,0
418993,249,7,4/26/2015,0,0,0,0,0
429782,721,7,4/26/2015,0,0,0,0,0
28089,876,7,4/26/2015,0,0,0,0,0
49231,902,7,4/26/2015,0,0,0,0,0
602553,24,7,4/26/2015,0,0,0,0,0
688532,863,7,4/26/2015,353,1,0,0,0
638501,1014,7,4/26/2015,0,0,0,0,0
60038,187,7,4/26/2015,0,0,0,0,0
180587,746,7,4/26/2015,0,0,0,0,0
681862,645,7,4/26/2015,0,0,0,0,0
219842,659,7,4/26/2015,0,0,0,0,0
58748,571,7,4/26/2015,0,0,0,0,0
692363,105,7,4/26/2015,0,0,0,0,0
659118,25,7,4/26/2015,0,0,0,0,0
503363,792,7,4/26/2015,0,0,0,0,0
570238,944,7,4/26/2015,0,0,0,0,0
235201,8,7,4/26/2015,0,0,0,0,0
657761,896,7,4/26/2015,0,0,0,0,0
632201,575,7,4/26/2015,0,0,0,0,0
312066,794,7,4/26/2015,0,0,0,0,0
698664,777,7,4/26/2015,0,0,0,0,0
17220,546,7,4/26/2015,0,0,0,0,0
309474,1056,7,4/26/2015,0,0,0,0,0
563926,430,7,4/26/2015,0,0,0,0,0
691931,328,7,4/26/2015,0,0,0,0,0
298073,168,7,4/26/2015,0,0,0,0,0
543665,1115,7,4/26/2015,0,0,0,0,0
153474,526,7,4/26/2015,0,0,0,0,0
472811,778,7,4/26/2015,0,0,0,0,0
535157,602,7,4/26/2015,0,0,0,0,0
416919,358,7,4/26/2015,0,0,0,0,0
293035,472,7,4/26/2015,0,0,0,0,0
74538,1094,7,4/26/2015,0,0,0,0,0
204785,203,7,4/26/2015,0,0,0,0,0
324987,69,7,4/26/2015,0,0,0,0,0
102063,1004,7,4/26/2015,0,0,0,0,0
309342,197,7,4/26/2015,0,0,0,0,0
383994,864,7,4/26/2015,0,0,0,0,0
25005,323,7,4/26/2015,0,0,0,0,0
505521,608,7,4/26/2015,0,0,0,0,0
345482,755,7,4/26/2015,0,0,0,0,0
263746,298,7,4/26/2015,0,0,0,0,0
55717,383,7,4/26/2015,0,0,0,0,0
436491,66,7,4/26/2015,0,0,0,0,0
328412,1034,7,4/26/2015,0,0,0,0,0
5006,663,7,4/26/2015,0,0,0,0,0
482710,809,7,4/26/2015,0,0,0,0,0
685539,52,7,4/26/2015,0,0,0,0,0
131851,512,7,4/26/2015,1333,1,0,0,0
31500,1005,7,4/26/2015,0,0,0,0,0
619442,392,7,4/26/2015,0,0,0,0,0
191869,417,7,4/26/2015,0,0,0,0,0
80391,874,7,4/26/2015,0,0,0,0,0
273643,858,7,4/26/2015,0,0,0,0,0
551264,766,7,4/26/2015,0,0,0,0,0
610120,912,7,4/26/2015,0,0,0,0,0
603848,1000,7,4/26/2015,0,0,0,0,0
14346,1076,7,4/26/2015,0,0,0,0,0
22009,893,7,4/26/2015,0,0,0,0,0
704048,134,7,4/26/2015,0,0,0,0,0
334510,814,7,4/26/2015,0,0,0,0,0
326823,470,7,4/26/2015,0,0,0,0,0
149410,622,7,4/26/2015,0,0,0,0,0
366656,1031,7,4/26/2015,0,0,0,0,0
281353,694,7,4/26/2015,0,0,0,0,0
225238,763,7,4/26/2015,0,0,0,0,0
558422,450,7,4/26/2015,0,0,0,0,0
145959,11,7,4/26/2015,0,0,0,0,0
460083,691,7,4/26/2015,0,0,0,0,0
208072,1057,7,4/26/2015,0,0,0,0,0
210304,844,7,4/26/2015,0,0,0,0,0
634247,818,7,4/26/2015,0,0,0,0,0
564073,1086,7,4/26/2015,0,0,0,0,0
322204,808,7,4/26/2015,0,0,0,0,0
630884,732,7,4/26/2015,207,1,0,0,0
634651,584,7,4/26/2015,0,0,0,0,0
507593,261,7,4/26/2015,0,0,0,0,0
115181,686,7,4/26/2015,0,0,0,0,0
383529,1075,7,4/26/2015,0,0,0,0,0
341099,375,7,4/26/2015,0,0,0,0,0
242478,922,7,4/26/2015,0,0,0,0,0
218852,16,7,4/26/2015,0,0,0,0,0
532911,901,7,4/26/2015,0,0,0,0,0
498997,405,7,4/26/2015,0,0,0,0,0
265981,570,7,4/26/2015,0,0,0,0,0
134879,1043,7,4/26/2015,0,0,0,0,0
44980,869,7,4/26/2015,0,0,0,0,0
178216,55,7,4/26/2015,0,0,0,0,0
9848,158,7,4/26/2015,0,0,0,0,0
209365,364,7,4/26/2015,0,0,0,0,0
468593,725,7,4/26/2015,0,0,0,0,0
45167,1044,7,4/26/2015,0,0,0,0,0
330717,232,7,4/26/2015,0,0,0,0,0
601075,74,7,4/26/2015,0,0,0,0,0
436427,78,7,4/26/2015,0,0,0,0,0
634616,887,7,4/26/2015,0,0,0,0,0
281102,508,7,4/26/2015,0,0,0,0,0
151033,647,7,4/26/2015,0,0,0,0,0
491456,810,7,4/26/2015,0,0,0,0,0
695749,985,7,4/26/2015,0,0,0,0,0
268002,208,7,4/26/2015,0,0,0,0,0
176260,13,7,4/26/2015,0,0,0,0,0
397716,292,7,4/26/2015,0,0,0,0,0
571278,889,7,4/26/2015,0,0,0,0,0
32487,848,7,4/26/2015,0,0,0,0,0
515910,259,7,4/26/2015,2855,1,0,0,0
3547,362,7,4/26/2015,0,0,0,0,0
15992,390,7,4/26/2015,0,0,0,0,0
439002,557,7,4/26/2015,0,0,0,0,0
620524,455,7,4/26/2015,0,0,0,0,0
289783,275,7,4/26/2015,0,0,0,0,0
617372,1068,7,4/26/2015,0,0,0,0,0
546951,989,7,4/26/2015,0,0,0,0,0
250334,317,7,4/26/2015,0,0,0,0,0
94838,50,7,4/26/2015,0,0,0,0,0
482373,338,7,4/26/2015,0,0,0,0,0
653873,22,7,4/26/2015,0,0,0,0,0
83748,533,7,4/26/2015,0,0,0,0,0
258236,973,7,4/26/2015,0,0,0,0,0
653416,692,7,4/26/2015,0,0,0,0,0
146115,857,7,4/26/2015,0,0,0,0,0
561039,426,7,4/26/2015,0,0,0,0,0
641960,229,7,4/26/2015,0,0,0,0,0
572208,81,7,4/26/2015,0,0,0,0,0
154380,499,7,4/26/2015,0,0,0,0,0
309423,194,7,4/26/2015,0,0,0,0,0
577295,620,7,4/26/2015,0,0,0,0,0
120966,290,7,4/26/2015,0,0,0,0,0
369976,540,7,4/26/2015,0,0,0,0,0
377290,598,7,4/26/2015,0,0,0,0,0
590017,988,7,4/26/2015,0,0,0,0,0
74480,299,7,4/26/2015,292,1,0,0,0
13653,129,7,4/26/2015,0,0,0,0,0
183069,573,7,4/26/2015,0,0,0,0,0
253339,44,7,4/26/2015,0,0,0,0,0
222160,376,7,4/26/2015,0,0,0,0,0
389443,381,7,4/26/2015,0,0,0,0,0
685337,258,7,4/26/2015,0,0,0,0,0
10508,986,7,4/26/2015,0,0,0,0,0
153887,770,7,4/26/2015,0,0,0,0,0
10772,237,7,4/26/2015,0,0,0,0,0
494361,641,7,4/26/2015,0,0,0,0,0
255610,170,7,4/26/2015,0,0,0,0,0
368918,977,7,4/26/2015,0,0,0,0,0
147901,654,7,4/26/2015,0,0,0,0,0
286199,709,7,4/26/2015,0,0,0,0,0
61513,1047,7,4/26/2015,0,0,0,0,0
189333,595,7,4/26/2015,0,0,0,0,0
110740,98,7,4/26/2015,0,0,0,0,0
480410,890,7,4/26/2015,0,0,0,0,0
681485,958,7,4/26/2015,0,0,0,0,0
452151,711,7,4/26/2015,0,0,0,0,0
602113,396,7,4/26/2015,0,0,0,0,0
658369,370,7,4/26/2015,0,0,0,0,0
617232,952,7,4/26/2015,0,0,0,0,0
309227,228,7,4/26/2015,0,0,0,0,0
126787,754,7,4/26/2015,0,0,0,0,0
398072,238,7,4/26/2015,0,0,0,0,0
682601,629,7,4/26/2015,0,0,0,0,0
311275,207,7,4/26/2015,0,0,0,0,0
479326,1066,7,4/26/2015,0,0,0,0,0
613334,984,7,4/26/2015,0,0,0,0,0
76011,235,7,4/26/2015,0,0,0,0,0
46864,532,7,4/26/2015,0,0,0,0,0
212022,145,7,4/26/2015,0,0,0,0,0
476094,517,7,4/26/2015,0,0,0,0,0
254468,1045,7,4/26/2015,443,1,0,0,0
517235,374,7,4/26/2015,0,0,0,0,0
557230,998,7,4/26/2015,0,0,0,0,0
644857,397,7,4/26/2015,0,0,0,0,0
385194,65,7,4/26/2015,0,0,0,0,0
192902,348,7,4/26/2015,0,0,0,0,0
573228,1024,7,4/26/2015,0,0,0,0,0
700716,996,7,4/26/2015,0,0,0,0,0
558835,1058,7,4/26/2015,0,0,0,0,0
640784,419,7,4/26/2015,0,0,0,0,0
501273,547,7,4/26/2015,0,0,0,0,0
82519,171,7,4/26/2015,0,0,0,0,0
230248,797,7,4/26/2015,0,0,0,0,0
163671,240,7,4/26/2015,0,0,0,0,0
682263,1065,7,4/26/2015,0,0,0,0,0
258155,201,7,4/26/2015,0,0,0,0,0
83466,724,7,4/26/2015,0,0,0,0,0
264542,490,7,4/26/2015,0,0,0,0,0
102560,1055,7,4/26/2015,0,0,0,0,0
75252,908,7,4/26/2015,0,0,0,0,0
181963,662,7,4/26/2015,0,0,0,0,0
99571,868,7,4/26/2015,0,0,0,0,0
518400,675,7,4/26/2015,0,0,0,0,0
110811,394,7,4/26/2015,0,0,0,0,0
311193,619,7,4/26/2015,0,0,0,0,0
217861,291,7,4/26/2015,0,0,0,0,0
220635,88,7,4/26/2015,0,0,0,0,0
231363,489,7,4/26/2015,0,0,0,0,0
403683,113,7,4/26/2015,0,0,0,0,0
94970,593,7,4/26/2015,0,0,0,0,0
141819,846,7,4/26/2015,0,0,0,0,0
419161,152,7,4/26/2015,0,0,0,0,0
537882,504,7,4/26/2015,0,0,0,0,0
272037,356,7,4/26/2015,0,0,0,0,0
216068,632,7,4/26/2015,0,0,0,0,0
65061,297,7,4/26/2015,0,0,0,0,0
531431,821,7,4/26/2015,0,0,0,0,0
575201,657,7,4/26/2015,0,0,0,0,0
551578,1069,7,4/26/2015,0,0,0,0,0
60751,156,7,4/26/2015,0,0,0,0,0
711837,568,7,4/26/2015,0,0,0,0,0
563565,1051,7,4/26/2015,0,0,0,0,0
109007,336,7,4/26/2015,0,0,0,0,0
